Customer-ID,ProductID,PurchaseQuantity,Categories,Products,CustomerName,Gender
CUSTIDXX-97406,PRODOXIID138,8,Personal Care and Beauty,    Lotion,Jordan Scott,F
CUSTIDXX-97407,PRODOXIID242,14,Seasonal Items,    Easter Eggs,Cody Stewart,F
CUSTIDXX-97409,PRODOXIID94,22,Pasta Rice and Grains,    Lentils,Melissa Brown,F
CUSTIDXX-97410,PRODOXIID84,5,Breakfast and Cereal,    Breakfast Bars,Jennifer Diaz,F
CUSTIDXX-97413,PRODOXIID251,16,Outdoor and Garden,    Garden Hose,Jennifer Rios,F
CUSTIDXX-97414,PRODOXIID93,5,Pasta Rice and Grains,    Couscous,Jon Andrade,F
CUSTIDXX-97415,PRODOXIID48,8,Frozen Foods,    Frozen Fish Fillets,Chelsea Hensley,F
CUSTIDXX-97417,PRODOXIID91,24,Pasta Rice and Grains,    Rice,Stephen Kerr,F
CUSTIDXX-97419,PRODOXIID148,11,Baby and Toddler,    Teething Toys,Alexander Alexander,F
CUSTIDXX-97421,PRODOXIID179,21,Office and School Supplies,    Desk Organizers,Alyssa Murray,F
CUSTIDXX-97425,PRODOXIID245,20,Seasonal Items,    Summer Beach Towel,Anthony Rhodes,F
CUSTIDXX-97428,PRODOXIID229,5,Apparel and Accessories        ,    Handbag,Melody Mitchell,F
CUSTIDXX-97429,PRODOXIID10,4,Dairy ,Milk,Michele Rosario,F
CUSTIDXX-97430,PRODOXIID138,17,Personal Care and Beauty,    Lotion,Kelly Hernandez,F
CUSTIDXX-97432,PRODOXIID113,6,Beverages,    Soft Drinks,Christine Anderson,F
CUSTIDXX-97434,PRODOXIID238,19,Automotive and Hardware,    Safety Vest,Clarence Kline,F
CUSTIDXX-97435,PRODOXIID158,22,Pet Supplies,    Bird Seed,Thomas Grant,F
CUSTIDXX-97437,PRODOXIID120,7,Household Essentials,    Paper Towels,Vicki Phillips,F
CUSTIDXX-97438,PRODOXIID32,4,Bakery,Croissants,John Trujillo,F
CUSTIDXX-97444,PRODOXIID50,5,Canned and Packaged Goods,    Canned Beans,Nathan Hartman,F
CUSTIDXX-97448,PRODOXIID79,14,Condiments and Sauces,    Salsa,Joshua Fields,F
CUSTIDXX-97449,PRODOXIID93,25,Pasta Rice and Grains,    Couscous,Heather Oneal,F
CUSTIDXX-97454,PRODOXIID126,19,Household Essentials,    Air Fresheners,Stephen Byrd,F
CUSTIDXX-97455,PRODOXIID203,15,Home and Kitchen,    Coffee Maker,Christina Jones,F
CUSTIDXX-97459,PRODOXIID116,20,Beverages,    Sports Drinks,Levi Woods,F
CUSTIDXX-97460,PRODOXIID8,16,Produce,Oranges,Chelsea Salinas,F
CUSTIDXX-97463,PRODOXIID237,4,Automotive and Hardware,    Car Wax,Steven Hopkins,F
CUSTIDXX-97464,PRODOXIID148,18,Baby and Toddler,    Teething Toys,Gabriel Robinson,F
CUSTIDXX-97465,PRODOXIID211,9,Toys and Games,    Puzzle,Heidi Reyes,F
CUSTIDXX-97466,PRODOXIID280,6,Ethnic Foods,    Mexican Salsa,Randall Hull,F
CUSTIDXX-97468,PRODOXIID156,25,Pet Supplies,    Pet Brushes,Timothy Wright,F
CUSTIDXX-97475,PRODOXIID95,22,Pasta Rice and Grains,    Instant Rice,Gary Phillips,F
CUSTIDXX-97479,PRODOXIID14,9,Dairy ,Eggs,Jerry Knight,F
CUSTIDXX-97480,PRODOXIID152,21,Pet Supplies,    Pet Treats,Reginald Mendez,F
CUSTIDXX-97486,PRODOXIID12,12,Dairy ,Yogurt,Robert Lara,F
CUSTIDXX-97494,PRODOXIID154,20,Pet Supplies,    Dog Toys,Matthew Reynolds,F
CUSTIDXX-97495,PRODOXIID167,23,Medical Supplies,    Hand Sanitizer,Jennifer Suarez,F
CUSTIDXX-97497,PRODOXIID54,2,Canned and Packaged Goods,    Pasta Sauce,Charles Lynch,F
CUSTIDXX-97498,PRODOXIID186,1,Hygiene,    Vacuum Cleaner Bags,Mathew Guzman,F
CUSTIDXX-97500,PRODOXIID260,11,Books Music and Movies,    Novel,Adam Mata,F
CUSTIDXX-97504,PRODOXIID243,8,Seasonal Items,    Thanksgiving Decorations,Taylor Thompson,F
CUSTIDXX-97507,PRODOXIID131,10,Personal Care and Beauty,    Conditioner,Dana Hendricks,F
CUSTIDXX-97508,PRODOXIID252,25,Outdoor and Garden,    Patio Furniture Set,Melissa Greene,F
CUSTIDXX-97510,PRODOXIID103,20,Baking Supplies,    Chocolate Chips,James Hobbs,F
CUSTIDXX-97511,PRODOXIID22,16,Meat and Seafood,Pork,Lee White,F
CUSTIDXX-97513,PRODOXIID8,10,Produce,Oranges,Michael Ward,F
CUSTIDXX-97514,PRODOXIID16,17,Dairy ,Cream,Richard Thomas,F
CUSTIDXX-97515,PRODOXIID14,20,Dairy ,Eggs,Bryan Hamilton,F
CUSTIDXX-97516,PRODOXIID247,5,Seasonal Items,    Spring Planters,Valerie Robbins,F
CUSTIDXX-97517,PRODOXIID250,7,Outdoor and Garden,    Lawn Mower,Donna Hess,F
CUSTIDXX-97518,PRODOXIID229,10,Apparel and Accessories        ,    Handbag,Andrew Pena,F
CUSTIDXX-97520,PRODOXIID114,3,Beverages,    Energy Drinks,Vicki Jensen,F
CUSTIDXX-97522,PRODOXIID73,11,Condiments and Sauces,    Barbecue Sauce,Marissa Barnes,F
CUSTIDXX-97524,PRODOXIID113,3,Beverages,    Soft Drinks,Carlos Hall,F
CUSTIDXX-97525,PRODOXIID158,8,Pet Supplies,    Bird Seed,Debra Smith,F
CUSTIDXX-97529,PRODOXIID288,5,Ethnic Foods,    Middle Eastern Hummus,Michael Nicholson,F
CUSTIDXX-97530,PRODOXIID177,13,Office and School Supplies,    Backpacks,Angela Harris,F
CUSTIDXX-97534,PRODOXIID95,3,Pasta Rice and Grains,    Instant Rice,Ryan Mcconnell,F
CUSTIDXX-97536,PRODOXIID298,11,Deli and Prepared Foods,    Soup of the Day,Thomas Burns,F
CUSTIDXX-97538,PRODOXIID179,24,Office and School Supplies,    Desk Organizers,Sharon Watkins,F
CUSTIDXX-97539,PRODOXIID160,12,Medical Supplies,    Vitamins,Amy Morgan,F
CUSTIDXX-97544,PRODOXIID144,8,Baby and Toddler,    Pacifiers,Andrea Wade,F
CUSTIDXX-97546,PRODOXIID32,17,Bakery,Croissants,Daniel Oliver,F
CUSTIDXX-97548,PRODOXIID104,24,Baking Supplies,    Vanilla Extract,James Mitchell,F
CUSTIDXX-97550,PRODOXIID75,22,Condiments and Sauces,    Soy Sauce,Michael Lambert,F
CUSTIDXX-97552,PRODOXIID15,15,Dairy ,Cottage Cheese,Megan Johnson,F
CUSTIDXX-97553,PRODOXIID246,19,Seasonal Items,    Winter Gloves,Shawn Chapman,F
CUSTIDXX-97554,PRODOXIID147,24,Baby and Toddler,    Baby Powder,Alan Mitchell,F
CUSTIDXX-97555,PRODOXIID177,1,Office and School Supplies,    Backpacks,Mr. Ivan Booth,F
CUSTIDXX-97556,PRODOXIID33,23,Bakery,Donuts,Paul Smith,F
CUSTIDXX-97561,PRODOXIID281,1,Ethnic Foods,    Indian Curry Paste,Michelle Robinson,F
CUSTIDXX-97562,PRODOXIID274,23,Sports and Fitness,    Fitness Tracker,Michael Allen,F
CUSTIDXX-97563,PRODOXIID216,16,Toys and Games,    Play-Doh Set,Erin Davis,F
CUSTIDXX-97565,PRODOXIID5,20,Produce,Potato,Kristopher Green,F
CUSTIDXX-97568,PRODOXIID228,19,Apparel and Accessories        ,    Watch,Alicia Hutchinson,F
CUSTIDXX-97569,PRODOXIID255,14,Outdoor and Garden,    Hammock,David Acosta,F
CUSTIDXX-97572,PRODOXIID190,4,Electronics and Appliances,    Batteries,Anne Garcia,F
CUSTIDXX-97576,PRODOXIID230,13,Automotive and Hardware,    Motor Oil,James Howard,F
CUSTIDXX-97579,PRODOXIID131,24,Personal Care and Beauty,    Conditioner,Diana Richards,F
CUSTIDXX-97580,PRODOXIID220,23,Apparel and Accessories        ,    T-shirt,Raymond Smith,F
CUSTIDXX-97581,PRODOXIID21,2,Meat and Seafood,Chicken,Larry Green,F
CUSTIDXX-97583,PRODOXIID266,2,Books Music and Movies,    Children's Book,Earl Morrow,F
CUSTIDXX-97588,PRODOXIID27,20,Meat and Seafood,Ham,William Hicks,F
CUSTIDXX-97592,PRODOXIID122,11,Household Essentials,    Trash Bags,Timothy Romero,F
CUSTIDXX-97596,PRODOXIID270,11,Sports and Fitness,    Yoga Mat,Monica Dennis,F
CUSTIDXX-97598,PRODOXIID215,12,Toys and Games,    Remote Control Car,Thomas Galloway,F
CUSTIDXX-97600,PRODOXIID207,10,Home and Kitchen,    Utensil Sets,Amber Williams,F
CUSTIDXX-97603,PRODOXIID187,10,Hygiene,    Cleaning Brushes,Juan Wiley,F
CUSTIDXX-97607,PRODOXIID219,25,Toys and Games,    Educational Toy,Steven Clark,F
CUSTIDXX-97612,PRODOXIID252,17,Outdoor and Garden,    Patio Furniture Set,James Jordan,F
CUSTIDXX-97614,PRODOXIID101,22,Baking Supplies,    Sugar,Jacqueline Holmes,F
CUSTIDXX-97616,PRODOXIID263,9,Books Music and Movies,    Music CD,Shannon Beck,F
CUSTIDXX-97621,PRODOXIID112,4,Beverages,    Bottled Water,Dwayne Lee,F
CUSTIDXX-97625,PRODOXIID299,4,Deli and Prepared Foods,    Dessert,Ashley Barrett,F
CUSTIDXX-97627,PRODOXIID150,20,Pet Supplies,    Dog Food,Victor Russell,F
CUSTIDXX-97629,PRODOXIID154,21,Pet Supplies,    Dog Toys,Jennifer King,F
CUSTIDXX-97631,PRODOXIID222,9,Apparel and Accessories        ,    Sneakers,Jared George Jr.,F
CUSTIDXX-97636,PRODOXIID158,16,Pet Supplies,    Bird Seed,Elizabeth Burns,F
CUSTIDXX-97637,PRODOXIID90,9,Pasta Rice and Grains,    Pasta,Jennifer Myers,F
CUSTIDXX-97638,PRODOXIID121,7,Household Essentials,    Toilet Paper,Loretta Chavez,F
CUSTIDXX-97641,PRODOXIID198,13,Electronics and Appliances,    Surge Protectors,Tiffany Rivera,F
CUSTIDXX-97644,PRODOXIID36,5,Bakery,Brownies,Ethan Vaughn,F
CUSTIDXX-97645,PRODOXIID35,23,Bakery,Cookies,Richard Patel,F
CUSTIDXX-97646,PRODOXIID275,15,Sports and Fitness,    Jump Rope,Donna Thompson,F
CUSTIDXX-97650,PRODOXIID94,9,Pasta Rice and Grains,    Lentils,Denise Moore,F
CUSTIDXX-97651,PRODOXIID132,12,Personal Care and Beauty,    Body Wash,Julia Mejia,F
CUSTIDXX-97652,PRODOXIID163,5,Medical Supplies,    Allergy Medication,Nicole Lucero,F
CUSTIDXX-97654,PRODOXIID151,4,Pet Supplies,    Cat Food,Brett Lopez,F
CUSTIDXX-97655,PRODOXIID141,12,Baby and Toddler,    Baby Wipes,David Tucker,F
CUSTIDXX-97656,PRODOXIID223,9,Apparel and Accessories        ,    Jacket,James Ramsey,F
CUSTIDXX-97657,PRODOXIID260,14,Books Music and Movies,    Novel,William Griffith,F
CUSTIDXX-97658,PRODOXIID205,9,Home and Kitchen,    Dish Rack,Allison Crane,F
CUSTIDXX-97661,PRODOXIID259,21,Outdoor and Garden,    Outdoor Umbrella,Jonathan Lee,F
CUSTIDXX-97662,PRODOXIID165,18,Medical Supplies,    Bandages,Sheryl Webb,F
CUSTIDXX-97663,PRODOXIID34,5,Bakery,Muffins,Desiree Casey,F
CUSTIDXX-97665,PRODOXIID192,14,Electronics and Appliances,    Power Strips,Susan Jones,F
CUSTIDXX-97667,PRODOXIID21,24,Meat and Seafood,Chicken,Hector Walker,F
CUSTIDXX-97671,PRODOXIID210,13,Toys and Games,    Board Game,Brandon Snow,F
CUSTIDXX-97672,PRODOXIID134,20,Personal Care and Beauty,    Toothpaste,Michael Luna,F
CUSTIDXX-97674,PRODOXIID232,25,Automotive and Hardware,    Tire Pressure Gauge,Michael House,F
CUSTIDXX-97676,PRODOXIID49,11,Frozen Foods,    Frozen Waffles,Brian Morales,F
CUSTIDXX-97677,PRODOXIID195,9,Electronics and Appliances,    Portable Speakers,Matthew Pineda,F
CUSTIDXX-97678,PRODOXIID12,6,Dairy ,Yogurt,Adriana Palmer,F
CUSTIDXX-97679,PRODOXIID160,11,Medical Supplies,    Vitamins,Scott Rodriguez,F
CUSTIDXX-97682,PRODOXIID214,15,Toys and Games,    Lego Set,Jacob Wu,F
CUSTIDXX-97683,PRODOXIID60,9,Snacks and Beverages,    Potato Chips,Regina Noble,F
CUSTIDXX-97687,PRODOXIID124,10,Household Essentials,    Laundry Detergent,Caleb Davis,F
CUSTIDXX-97688,PRODOXIID5,6,Produce,Potato,Angela Allison,F
CUSTIDXX-97690,PRODOXIID264,20,Books Music and Movies,    Blu-ray Movie,Brittany Castillo,F
CUSTIDXX-97691,PRODOXIID92,25,Pasta Rice and Grains,    Quinoa,Brian Tyler,F
CUSTIDXX-97692,PRODOXIID63,17,Snacks and Beverages,    Crackers,Dana Brock,F
CUSTIDXX-97693,PRODOXIID4,20,Produce,Tomato,Anthony Allen,F
CUSTIDXX-97699,PRODOXIID111,24,Beverages,    Tea Bags,Margaret Murray,F
CUSTIDXX-97706,PRODOXIID247,4,Seasonal Items,    Spring Planters,Joanne Wong,F
CUSTIDXX-97707,PRODOXIID224,1,Apparel and Accessories        ,    Dress,James Hopkins,F
CUSTIDXX-97708,PRODOXIID18,1,Dairy ,Whipped Cream,Brenda Smith,F
CUSTIDXX-97710,PRODOXIID250,13,Outdoor and Garden,    Lawn Mower,Michael Petersen,F
CUSTIDXX-97712,PRODOXIID25,24,Meat and Seafood,Lobster,Nancy Jones,F
CUSTIDXX-97713,PRODOXIID92,12,Pasta Rice and Grains,    Quinoa,Miguel Moore,F
CUSTIDXX-97714,PRODOXIID283,4,Ethnic Foods,    Italian Pasta Sauce,Joan Cruz,F
CUSTIDXX-97715,PRODOXIID258,6,Outdoor and Garden,    Bird Feeder,Wendy Ho,F
CUSTIDXX-97716,PRODOXIID271,24,Sports and Fitness,    Dumbbell Set,Ricky Moore,F
CUSTIDXX-97717,PRODOXIID89,24,Breakfast and Cereal,    Breakfast Burritos,Maria Bryant,F
CUSTIDXX-97720,PRODOXIID291,10,Deli and Prepared Foods,    Salad Bar,Steven Lee,F
CUSTIDXX-97721,PRODOXIID70,13,Condiments and Sauces,    Ketchup,Austin Vazquez,F
CUSTIDXX-97722,PRODOXIID298,11,Deli and Prepared Foods,    Soup of the Day,Carol Huber,F
CUSTIDXX-97723,PRODOXIID223,2,Apparel and Accessories        ,    Jacket,Erin Collins,F
CUSTIDXX-97724,PRODOXIID148,11,Baby and Toddler,    Teething Toys,Ruben Wilkinson,F
CUSTIDXX-97725,PRODOXIID265,4,Books Music and Movies,    Puzzle Book,Laura Gibson,F
CUSTIDXX-97727,PRODOXIID39,14,Bakery,Rolls,Alfred Gray,F
CUSTIDXX-97731,PRODOXIID21,8,Meat and Seafood,Chicken,Jamie Romero,F
CUSTIDXX-97732,PRODOXIID275,21,Sports and Fitness,    Jump Rope,Christopher Walker,F
CUSTIDXX-97734,PRODOXIID59,11,Canned and Packaged Goods,    Instant Noodles,Kelly Miller,F
CUSTIDXX-97735,PRODOXIID80,3,Breakfast and Cereal,    Cereal,Taylor Davenport,F
CUSTIDXX-97736,PRODOXIID38,1,Bakery,Pies,Micheal Newman,F
CUSTIDXX-97737,PRODOXIID83,15,Breakfast and Cereal,    Maple Syrup,Jesse Jimenez,F
CUSTIDXX-97738,PRODOXIID23,16,Meat and Seafood,Fish,Joseph Gonzalez,F
CUSTIDXX-97739,PRODOXIID292,11,Deli and Prepared Foods,    Rotisserie Chicken,Andrew Allen,F
CUSTIDXX-97746,PRODOXIID127,12,Household Essentials,    Batteries,James Harris,F
CUSTIDXX-97747,PRODOXIID207,13,Home and Kitchen,    Utensil Sets,Tracy Marshall,F
CUSTIDXX-97748,PRODOXIID290,25,Deli and Prepared Foods,    Deli Sandwich,Lisa Bailey,F
CUSTIDXX-97752,PRODOXIID48,7,Frozen Foods,    Frozen Fish Fillets,Elizabeth Moore,F
CUSTIDXX-97753,PRODOXIID218,10,Toys and Games,    Stuffed Animal,Kathleen Swanson,F
CUSTIDXX-97755,PRODOXIID30,21,Bakery,Bread,Tara Bell,F
CUSTIDXX-97759,PRODOXIID207,25,Home and Kitchen,    Utensil Sets,Frank Arnold,F
CUSTIDXX-97761,PRODOXIID157,22,Pet Supplies,    Collars and Leashes,Caleb Nelson,F
CUSTIDXX-97762,PRODOXIID116,19,Beverages,    Sports Drinks,Brian Tran,F
CUSTIDXX-97765,PRODOXIID37,11,Bakery,Cakes,Linda Hansen,F
CUSTIDXX-97766,PRODOXIID36,8,Bakery,Brownies,Janice Myers,F
CUSTIDXX-97767,PRODOXIID292,18,Deli and Prepared Foods,    Rotisserie Chicken,Kenneth Wiley,F
CUSTIDXX-97768,PRODOXIID263,2,Books Music and Movies,    Music CD,Stephanie Frederick,F
CUSTIDXX-97769,PRODOXIID118,20,Beverages,    Bottled Frappuccino,Wanda Jones,F
CUSTIDXX-97770,PRODOXIID249,10,Seasonal Items,    New Year's Eve Party Supplies,Lori Morris,F
CUSTIDXX-97771,PRODOXIID26,3,Meat and Seafood,Sausages,Glenn Martinez,F
CUSTIDXX-97772,PRODOXIID214,23,Toys and Games,    Lego Set,Jill Robinson,F
CUSTIDXX-97776,PRODOXIID20,25,Meat and Seafood,Beef,Haley Newman,F
CUSTIDXX-97777,PRODOXIID87,9,Breakfast and Cereal,    Breakfast Sausage,Sharon Lopez,F
CUSTIDXX-97784,PRODOXIID181,24,Hygiene,    Glass Cleaner,Julie Huerta DDS,F
CUSTIDXX-97785,PRODOXIID168,14,Medical Supplies,    Medical Masks,Mary Freeman,F
CUSTIDXX-97786,PRODOXIID193,23,Electronics and Appliances,    USB Cables,Justin Green,F
CUSTIDXX-97788,PRODOXIID124,1,Household Essentials,    Laundry Detergent,Eric Key,F
CUSTIDXX-97792,PRODOXIID128,16,Household Essentials,    Light Bulbs,James Davis,F
CUSTIDXX-97795,PRODOXIID182,8,Hygiene,    Disinfectant Spray,Ariana Wolf,F
CUSTIDXX-97798,PRODOXIID144,19,Baby and Toddler,    Pacifiers,Jennifer Warner,F
CUSTIDXX-97800,PRODOXIID62,7,Snacks and Beverages,    Pretzels,Sarah Cox,F
CUSTIDXX-97801,PRODOXIID140,10,Baby and Toddler,    Diapers,Tyler Phillips,F
CUSTIDXX-97802,PRODOXIID283,25,Ethnic Foods,    Italian Pasta Sauce,Jeffery Hernandez,F
CUSTIDXX-97804,PRODOXIID84,9,Breakfast and Cereal,    Breakfast Bars,Paige Drake,F
CUSTIDXX-97805,PRODOXIID215,7,Toys and Games,    Remote Control Car,Catherine Cervantes,F
CUSTIDXX-97806,PRODOXIID299,25,Deli and Prepared Foods,    Dessert,Ms. Danielle Thomas,F
CUSTIDXX-97811,PRODOXIID143,15,Baby and Toddler,    Baby Food,Terry Gonzalez,F
CUSTIDXX-97812,PRODOXIID8,24,Produce,Oranges,Jessica Novak,F
CUSTIDXX-97816,PRODOXIID99,10,Pasta Rice and Grains,    Bulgur Wheat,Laura Pratt,F
CUSTIDXX-97819,PRODOXIID252,23,Outdoor and Garden,    Patio Furniture Set,Francisco Buchanan,F
CUSTIDXX-97827,PRODOXIID8,18,Produce,Oranges,Jonathan Carlson,F
CUSTIDXX-97832,PRODOXIID277,20,Sports and Fitness,    Water Bottles,Cameron Chandler,F
CUSTIDXX-97833,PRODOXIID16,15,Dairy ,Cream,Cindy Robinson,F
CUSTIDXX-97835,PRODOXIID203,7,Home and Kitchen,    Coffee Maker,Timothy Brown,F
CUSTIDXX-97841,PRODOXIID113,18,Beverages,    Soft Drinks,Julie Abbott,F
CUSTIDXX-97842,PRODOXIID1,14,Produce,Banana,Charles Johnson DVM,F
CUSTIDXX-97843,PRODOXIID13,6,Dairy ,Butter,Christine Roach,F
CUSTIDXX-97845,PRODOXIID130,8,Personal Care and Beauty,    Shampoo,Allison Watson,F
CUSTIDXX-97846,PRODOXIID133,15,Personal Care and Beauty,    Soap Bars,Willie Bass,F
CUSTIDXX-97847,PRODOXIID95,1,Pasta Rice and Grains,    Instant Rice,Michael Schmitt,F
CUSTIDXX-97848,PRODOXIID188,17,Hygiene,    Sponges,Maria Potter,F
CUSTIDXX-97849,PRODOXIID84,21,Breakfast and Cereal,    Breakfast Bars,Tammy Khan,F
CUSTIDXX-97850,PRODOXIID194,21,Electronics and Appliances,    Headphones,Susan Rodriguez,F
CUSTIDXX-97851,PRODOXIID221,5,Apparel and Accessories        ,    Jeans,Alicia Bates,F
CUSTIDXX-97852,PRODOXIID109,14,Baking Supplies,    Food Coloring,Paul King,F
CUSTIDXX-97853,PRODOXIID11,24,Dairy ,Cheese,Deborah Murphy,F
CUSTIDXX-97855,PRODOXIID219,16,Toys and Games,    Educational Toy,Jason Snyder,F
CUSTIDXX-97856,PRODOXIID78,5,Condiments and Sauces,    Pickles,Destiny Mueller,F
CUSTIDXX-97859,PRODOXIID25,10,Meat and Seafood,Lobster,Jose Snow,F
CUSTIDXX-97860,PRODOXIID242,25,Seasonal Items,    Easter Eggs,Sarah Swanson DVM,F
CUSTIDXX-97861,PRODOXIID206,11,Home and Kitchen,    Cutting Board,George Mann,F
CUSTIDXX-97863,PRODOXIID19,18,Dairy ,White Cream,Matthew Scott,F
CUSTIDXX-97864,PRODOXIID41,9,Frozen Foods,    Frozen Fruits,Tracy Mcguire,F
CUSTIDXX-97865,PRODOXIID252,10,Outdoor and Garden,    Patio Furniture Set,Elizabeth Smith,F
CUSTIDXX-97866,PRODOXIID194,6,Electronics and Appliances,    Headphones,Devin Elliott,F
CUSTIDXX-97867,PRODOXIID285,9,Ethnic Foods,    Greek Olives,Anita Ramsey,F
CUSTIDXX-97868,PRODOXIID261,17,Books Music and Movies,    Biography Book,Maria Jones,F
CUSTIDXX-97869,PRODOXIID128,19,Household Essentials,    Light Bulbs,Bonnie Carrillo,F
CUSTIDXX-97874,PRODOXIID97,23,Pasta Rice and Grains,    Rice Noodles,Jessica Schultz,F
CUSTIDXX-97878,PRODOXIID44,15,Frozen Foods,    Frozen Desserts,Patricia Navarro,F
CUSTIDXX-97880,PRODOXIID1,18,Produce,Banana,Raymond Jones,F
CUSTIDXX-97881,PRODOXIID11,11,Dairy ,Cheese,Kevin Hurley,F
CUSTIDXX-97882,PRODOXIID29,22,Meat and Seafood,Lamb,Garrett Gallagher,F
CUSTIDXX-97883,PRODOXIID33,7,Bakery,Donuts,Kenneth Neal,F
CUSTIDXX-97886,PRODOXIID189,1,Hygiene,    Trash Cans,Sandra Hurley,F
CUSTIDXX-97888,PRODOXIID198,18,Electronics and Appliances,    Surge Protectors,Brad Dillon,F
CUSTIDXX-97892,PRODOXIID63,7,Snacks and Beverages,    Crackers,Nicholas Adkins,F
CUSTIDXX-97895,PRODOXIID243,13,Seasonal Items,    Thanksgiving Decorations,Nathan Conley,F
CUSTIDXX-97897,PRODOXIID17,23,Dairy ,Sour Cream,Courtney Cook,F
CUSTIDXX-97901,PRODOXIID248,17,Seasonal Items,    Fourth of July Flags,Joseph Bennett,F
CUSTIDXX-97903,PRODOXIID245,10,Seasonal Items,    Summer Beach Towel,Kenneth Mitchell,F
CUSTIDXX-97906,PRODOXIID207,1,Home and Kitchen,    Utensil Sets,Shannon Harris,F
CUSTIDXX-97907,PRODOXIID48,18,Frozen Foods,    Frozen Fish Fillets,Steven White,F
CUSTIDXX-97908,PRODOXIID71,2,Condiments and Sauces,    Mustard,Leonard Glass,F
CUSTIDXX-97910,PRODOXIID173,25,Office and School Supplies,    Binders,Nicole Brown,F
CUSTIDXX-97914,PRODOXIID256,1,Outdoor and Garden,    Outdoor Lanterns,Anthony Green,F
CUSTIDXX-97917,PRODOXIID6,4,Produce,Onions,Rachel Edwards,F
CUSTIDXX-97919,PRODOXIID241,10,Seasonal Items,    Halloween Costume,David Grant,F
CUSTIDXX-97920,PRODOXIID297,5,Deli and Prepared Foods,    Meat and Cheese Platter,Christopher Thomas,F
CUSTIDXX-97922,PRODOXIID134,13,Personal Care and Beauty,    Toothpaste,Valerie Walker,F
CUSTIDXX-97923,PRODOXIID250,7,Outdoor and Garden,    Lawn Mower,Karla Wright DDS,F
CUSTIDXX-97924,PRODOXIID88,25,Breakfast and Cereal,    Breakfast Sandwiches,Gabrielle Richard,F
CUSTIDXX-97926,PRODOXIID113,9,Beverages,    Soft Drinks,Mary Russo,F
CUSTIDXX-97927,PRODOXIID71,23,Condiments and Sauces,    Mustard,Colleen Banks,F
CUSTIDXX-97936,PRODOXIID298,20,Deli and Prepared Foods,    Soup of the Day,Sarah West,F
CUSTIDXX-97945,PRODOXIID33,6,Bakery,Donuts,Kathleen Hayes,F
CUSTIDXX-97946,PRODOXIID21,9,Meat and Seafood,Chicken,Gary Neal,F
CUSTIDXX-97947,PRODOXIID207,23,Home and Kitchen,    Utensil Sets,Charles Mcgee,F
CUSTIDXX-97949,PRODOXIID99,15,Pasta Rice and Grains,    Bulgur Wheat,Julie Wagner,F
CUSTIDXX-97950,PRODOXIID280,16,Ethnic Foods,    Mexican Salsa,James Strong,F
CUSTIDXX-97951,PRODOXIID170,2,Office and School Supplies,    Notebooks,Melissa Hart,F
CUSTIDXX-97952,PRODOXIID171,6,Office and School Supplies,    Pens and Pencils,Nicole Liu,F
CUSTIDXX-97955,PRODOXIID195,11,Electronics and Appliances,    Portable Speakers,Jesse Rosales,F
CUSTIDXX-97957,PRODOXIID197,22,Electronics and Appliances,    HDMI Cables,Alexander Baker,F
CUSTIDXX-97960,PRODOXIID62,12,Snacks and Beverages,    Pretzels,Richard Thomas,F
CUSTIDXX-97964,PRODOXIID84,11,Breakfast and Cereal,    Breakfast Bars,Derrick Williams,F
CUSTIDXX-97965,PRODOXIID115,18,Beverages,    Juice,April Ingram,F
CUSTIDXX-97967,PRODOXIID114,15,Beverages,    Energy Drinks,Ronnie Anthony,F
CUSTIDXX-97968,PRODOXIID225,18,Apparel and Accessories        ,    Belt,Andrew Martinez,F
CUSTIDXX-97970,PRODOXIID183,20,Hygiene,    Bleach,Courtney Velez,F
CUSTIDXX-97971,PRODOXIID185,9,Hygiene,    Broom and Dustpan,Dr. Kelsey Scott DVM,F
CUSTIDXX-97974,PRODOXIID72,10,Condiments and Sauces,    Mayonnaise,Mary Mcdaniel,F
CUSTIDXX-97975,PRODOXIID42,14,Frozen Foods,    Frozen Meals,Scott Cruz,F
CUSTIDXX-97976,PRODOXIID103,25,Baking Supplies,    Chocolate Chips,Patrick Fisher,F
CUSTIDXX-97978,PRODOXIID277,15,Sports and Fitness,    Water Bottles,Sherry Barber,F
CUSTIDXX-97979,PRODOXIID239,16,Automotive and Hardware,    Windshield Wipers,Erik Nguyen,F
CUSTIDXX-97980,PRODOXIID270,10,Sports and Fitness,    Yoga Mat,Matthew Howard,F
CUSTIDXX-97985,PRODOXIID242,24,Seasonal Items,    Easter Eggs,Ms. Julia Moran,F
CUSTIDXX-97987,PRODOXIID83,12,Breakfast and Cereal,    Maple Syrup,Rebecca Lambert,F
CUSTIDXX-97989,PRODOXIID56,2,Canned and Packaged Goods,    Canned Tuna,Vanessa Gallagher,F
CUSTIDXX-97991,PRODOXIID220,21,Apparel and Accessories        ,    T-shirt,Laura Lopez,F
CUSTIDXX-97993,PRODOXIID3,23,Produce,Lettuce,Amber Lopez,F
CUSTIDXX-97994,PRODOXIID263,18,Books Music and Movies,    Music CD,Holly Nixon,F
CUSTIDXX-97999,PRODOXIID60,16,Snacks and Beverages,    Potato Chips,Theresa Wilcox,F
CUSTIDXX-98000,PRODOXIID188,3,Hygiene,    Sponges,Elizabeth Bowen,F
CUSTIDXX-98002,PRODOXIID187,25,Hygiene,    Cleaning Brushes,Allison Logan,F
